Filling queue with 2400 CIFAR images before starting to train. This will take a few minutes.
2016-11-28 17:40:09.516707: step 0, loss = 6.17, acc = 0.03 (39.3 examples/sec; 3.256 sec/batch)
At step 0 cross validation precision: 0.383
2016-11-28 17:40:12.386624: step 10, loss = 5.60, acc = 0.27 (588.4 examples/sec; 0.218 sec/batch)
2016-11-28 17:40:14.473606: step 20, loss = 5.53, acc = 0.34 (610.0 examples/sec; 0.210 sec/batch)
2016-11-28 17:40:16.565201: step 30, loss = 5.55, acc = 0.38 (622.8 examples/sec; 0.206 sec/batch)
2016-11-28 17:40:18.691639: step 40, loss = 5.62, acc = 0.27 (634.1 examples/sec; 0.202 sec/batch)
2016-11-28 17:40:20.752274: step 50, loss = 5.47, acc = 0.35 (611.3 examples/sec; 0.209 sec/batch)
2016-11-28 17:40:22.811295: step 60, loss = 5.43, acc = 0.43 (595.0 examples/sec; 0.215 sec/batch)
2016-11-28 17:40:24.862274: step 70, loss = 5.42, acc = 0.38 (616.0 examples/sec; 0.208 sec/batch)
2016-11-28 17:40:26.939428: step 80, loss = 5.43, acc = 0.33 (618.6 examples/sec; 0.207 sec/batch)
2016-11-28 17:40:29.026220: step 90, loss = 5.32, acc = 0.38 (582.3 examples/sec; 0.220 sec/batch)
2016-11-28 17:40:31.092468: step 100, loss = 5.22, acc = 0.36 (605.2 examples/sec; 0.212 sec/batch)
At step 100 cross validation precision: 0.398
2016-11-28 17:40:33.947645: step 110, loss = 5.24, acc = 0.38 (585.5 examples/sec; 0.219 sec/batch)
2016-11-28 17:40:36.015991: step 120, loss = 5.10, acc = 0.34 (604.7 examples/sec; 0.212 sec/batch)
2016-11-28 17:40:38.066565: step 130, loss = 5.06, acc = 0.34 (639.5 examples/sec; 0.200 sec/batch)
2016-11-28 17:40:40.163243: step 140, loss = 5.18, acc = 0.34 (592.9 examples/sec; 0.216 sec/batch)
2016-11-28 17:40:42.211569: step 150, loss = 4.96, acc = 0.44 (607.6 examples/sec; 0.211 sec/batch)
2016-11-28 17:40:44.288487: step 160, loss = 5.19, acc = 0.31 (638.0 examples/sec; 0.201 sec/batch)
2016-11-28 17:40:46.355648: step 170, loss = 5.00, acc = 0.41 (613.2 examples/sec; 0.209 sec/batch)
2016-11-28 17:40:48.390113: step 180, loss = 5.02, acc = 0.48 (628.1 examples/sec; 0.204 sec/batch)
2016-11-28 17:40:50.469474: step 190, loss = 5.01, acc = 0.38 (604.7 examples/sec; 0.212 sec/batch)
2016-11-28 17:40:52.515214: step 200, loss = 4.88, acc = 0.37 (639.7 examples/sec; 0.200 sec/batch)
At step 200 cross validation precision: 0.312
2016-11-28 17:40:55.284902: step 210, loss = 4.94, acc = 0.36 (595.7 examples/sec; 0.215 sec/batch)
2016-11-28 17:40:57.362874: step 220, loss = 4.77, acc = 0.40 (649.2 examples/sec; 0.197 sec/batch)
2016-11-28 17:40:59.577818: step 230, loss = 4.84, acc = 0.43 (535.3 examples/sec; 0.239 sec/batch)
2016-11-28 17:41:01.671310: step 240, loss = 4.81, acc = 0.38 (618.5 examples/sec; 0.207 sec/batch)
2016-11-28 17:41:03.743744: step 250, loss = 4.82, acc = 0.38 (632.7 examples/sec; 0.202 sec/batch)
2016-11-28 17:41:05.841829: step 260, loss = 4.67, acc = 0.52 (609.1 examples/sec; 0.210 sec/batch)
2016-11-28 17:41:07.916003: step 270, loss = 4.80, acc = 0.44 (607.5 examples/sec; 0.211 sec/batch)
2016-11-28 17:41:09.994797: step 280, loss = 4.67, acc = 0.38 (643.9 examples/sec; 0.199 sec/batch)
2016-11-28 17:41:12.085343: step 290, loss = 4.67, acc = 0.39 (608.2 examples/sec; 0.210 sec/batch)
2016-11-28 17:41:14.129585: step 300, loss = 4.79, acc = 0.39 (634.0 examples/sec; 0.202 sec/batch)
At step 300 cross validation precision: 0.391
2016-11-28 17:41:16.993666: step 310, loss = 4.43, acc = 0.56 (629.7 examples/sec; 0.203 sec/batch)
2016-11-28 17:41:19.083069: step 320, loss = 4.53, acc = 0.45 (614.9 examples/sec; 0.208 sec/batch)
2016-11-28 17:41:21.158821: step 330, loss = 4.43, acc = 0.53 (619.2 examples/sec; 0.207 sec/batch)
2016-11-28 17:41:23.212768: step 340, loss = 4.58, acc = 0.42 (631.3 examples/sec; 0.203 sec/batch)
2016-11-28 17:41:25.272490: step 350, loss = 4.58, acc = 0.38 (604.5 examples/sec; 0.212 sec/batch)
2016-11-28 17:41:27.333386: step 360, loss = 4.55, acc = 0.42 (641.6 examples/sec; 0.199 sec/batch)
2016-11-28 17:41:29.398603: step 370, loss = 4.47, acc = 0.44 (635.9 examples/sec; 0.201 sec/batch)
2016-11-28 17:41:31.484953: step 380, loss = 4.44, acc = 0.42 (623.3 examples/sec; 0.205 sec/batch)
2016-11-28 17:41:33.568452: step 390, loss = 4.42, acc = 0.38 (615.1 examples/sec; 0.208 sec/batch)
2016-11-28 17:41:35.637853: step 400, loss = 4.40, acc = 0.43 (647.5 examples/sec; 0.198 sec/batch)
At step 400 cross validation precision: 0.453
2016-11-28 17:41:38.379012: step 410, loss = 4.31, acc = 0.42 (608.6 examples/sec; 0.210 sec/batch)
2016-11-28 17:41:40.450013: step 420, loss = 4.26, acc = 0.43 (629.9 examples/sec; 0.203 sec/batch)
2016-11-28 17:41:42.539154: step 430, loss = 4.25, acc = 0.47 (594.0 examples/sec; 0.215 sec/batch)
2016-11-28 17:41:44.657539: step 440, loss = 4.23, acc = 0.48 (573.6 examples/sec; 0.223 sec/batch)
2016-11-28 17:41:46.729929: step 450, loss = 4.24, acc = 0.40 (634.5 examples/sec; 0.202 sec/batch)
2016-11-28 17:41:48.801623: step 460, loss = 4.09, acc = 0.47 (620.7 examples/sec; 0.206 sec/batch)
2016-11-28 17:41:50.885221: step 470, loss = 4.19, acc = 0.43 (573.2 examples/sec; 0.223 sec/batch)
2016-11-28 17:41:52.941946: step 480, loss = 4.24, acc = 0.38 (603.7 examples/sec; 0.212 sec/batch)
2016-11-28 17:41:55.058542: step 490, loss = 4.11, acc = 0.47 (591.6 examples/sec; 0.216 sec/batch)
2016-11-28 17:41:57.150913: step 500, loss = 4.01, acc = 0.48 (600.9 examples/sec; 0.213 sec/batch)
At step 500 cross validation precision: 0.438
2016-11-28 17:41:59.964968: step 510, loss = 4.03, acc = 0.48 (613.0 examples/sec; 0.209 sec/batch)
2016-11-28 17:42:02.069676: step 520, loss = 4.00, acc = 0.45 (611.6 examples/sec; 0.209 sec/batch)
2016-11-28 17:42:04.167734: step 530, loss = 3.96, acc = 0.46 (621.1 examples/sec; 0.206 sec/batch)
2016-11-28 17:42:06.241571: step 540, loss = 4.04, acc = 0.40 (633.6 examples/sec; 0.202 sec/batch)
2016-11-28 17:42:08.367088: step 550, loss = 3.96, acc = 0.52 (565.7 examples/sec; 0.226 sec/batch)
2016-11-28 17:42:10.442436: step 560, loss = 3.93, acc = 0.47 (638.4 examples/sec; 0.200 sec/batch)
2016-11-28 17:42:12.530381: step 570, loss = 3.86, acc = 0.45 (605.7 examples/sec; 0.211 sec/batch)
